"","year","Infant mortality rate","Neonatal mortality rate","Under 5 mortality rate","Maternal Mortality rate","ISO"
"1877",2016,14.5,10.9,16.4,25,"GRD"
"1878",2017,14.6,11.1,16.6,25,"GRD"
"1879",2018,14.7,11.1,16.6,NA,"GRD"
"1880",2019,14.7,11.1,16.5,NA,"GRD"
"1881",2000,NA,NA,NA,NA,"GUM"
"1882",2001,NA,NA,NA,NA,"GUM"
"1883",2002,NA,NA,NA,NA,"GUM"
"1884",2003,NA,NA,NA,NA,"GUM"
"1885",2004,NA,NA,NA,NA,"GUM"
"1886",2005,NA,NA,NA,NA,"GUM"
"1887",2006,NA,NA,NA,NA,"GUM"
"1888",2007,NA,NA,NA,NA,"GUM"
"1889",2008,NA,NA,NA,NA,"GUM"
"1890",2009,NA,NA,NA,NA,"GUM"
"1891",2010,NA,NA,NA,NA,"GUM"
"1892",2011,NA,NA,NA,NA,"GUM"
"1893",2012,NA,NA,NA,NA,"GUM"
"1894",2013,NA,NA,NA,NA,"GUM"
"1895",2014,NA,NA,NA,NA,"GUM"
"1896",2015,NA,NA,NA,NA,"GUM"
"1897",2016,NA,NA,NA,NA,"GUM"
"1898",2017,NA,NA,NA,NA,"GUM"
"1899",2018,NA,NA,NA,NA,"GUM"
"1900",2019,NA,NA,NA,NA,"GUM"
"1901",2000,41,21.3,52.1,161,"GTM"
"1902",2001,39.5,20.7,50.1,147,"GTM"
"1903",2002,38.1,20.2,48.1,145,"GTM"
"1904",2003,36.8,19.7,46.2,137,"GTM"
"1905",2004,35.6,19.1,44.4,137,"GTM"
"1906",2005,34.3,18.6,42.7,142,"GTM"
"1907",2006,33.1,18.2,41,137,"GTM"
"1908",2007,32,17.7,39.4,132,"GTM"
"1909",2008,30.8,17.3,37.8,125,"GTM"
"1910",2009,29.7,16.8,36.3,131,"GTM"
"1911",2010,28.6,16.2,34.8,129,"GTM"
"1912",2011,27.6,15.6,33.4,122,"GTM"
"1913",2012,26.5,15,32,118,"GTM"
"1914",2013,25.6,14.4,30.7,113,"GTM"
"1915",2014,24.6,13.9,29.5,107,"GTM"
"1916",2015,23.7,13.4,28.3,103,"GTM"
"1917",2016,22.9,12.9,27.3,98,"GTM"
"1918",2017,22.2,12.4,26.4,95,"GTM"
"1919",2018,21.4,12,25.4,NA,"GTM"
"1920",2019,20.7,11.5,24.5,NA,"GTM"
"1921",2000,99.9,45.5,164.2,1020,"GIN"
"1922",2001,96.2,43.4,157.4,1070,"GIN"
"1923",2002,92.7,41.9,150.9,1090,"GIN"
"1924",2003,89.5,40.7,144.9,1080,"GIN"
"1925",2004,86.5,39.6,139.5,1020,"GIN"
"1926",2005,83.9,38.5,134.7,920,"GIN"
"1927",2006,81.5,37.4,130.4,831,"GIN"
"1928",2007,79.4,36.5,126.6,772,"GIN"
"1929",2008,77.6,35.8,123.3,754,"GIN"
"1930",2009,75.9,35.3,120.3,750,"GIN"
"1931",2010,74.4,34.7,117.7,747,"GIN"
"1932",2011,73.1,34.2,115.3,748,"GIN"
"1933",2012,71.8,33.6,113,744,"GIN"
"1934",2013,70.5,33,110.7,731,"GIN"
"1935",2014,69.5,32.4,109.2,767,"GIN"
"1936",2015,68.4,31.9,107.3,699,"GIN"
"1937",2016,67.1,31.4,104.6,621,"GIN"
"1938",2017,66,31.1,102.6,576,"GIN"
"1939",2018,64.7,30.7,100.4,NA,"GIN"
"1940",2019,63.4,30.3,98,NA,"GIN"
"1941",2000,105,55.3,173.8,1210,"GNB"
"1942",2001,102.1,54.2,168.4,1180,"GNB"
"1943",2002,99.1,53.3,162.8,1150,"GNB"
"1944",2003,95.9,52.5,156.8,1110,"GNB"
"1945",2004,92.6,51.7,150.7,1050,"GNB"
"1946",2005,89.2,50.9,144.5,979,"GNB"
"1947",2006,85.9,49.8,138.3,912,"GNB"
"1948",2007,82.5,48.7,132.2,860,"GNB"
"1949",2008,79.1,47.5,126.1,827,"GNB"
"1950",2009,75.9,46.2,120.2,800,"GNB"
"1951",2010,72.6,44.8,114.5,779,"GNB"
"1952",2011,69.6,43.6,109.1,762,"GNB"
"1953",2012,66.8,42.3,104.2,744,"GNB"
"1954",2013,64.3,41.2,99.7,726,"GNB"
"1955",2014,62.1,40.2,95.7,711,"GNB"
"1956",2015,60,39.2,92.1,694,"GNB"
"1957",2016,58.1,38.4,88.7,679,"GNB"
"1958",2017,56.3,37.5,85.5,667,"GNB"
"1959",2018,54.6,36.7,82.5,NA,"GNB"
"1960",2019,53,35.9,79.6,NA,"GNB"
"1961",2000,37,27,46.4,231,"GUY"
"1962",2001,36.2,26.4,45.2,216,"GUY"
"1963",2002,35.4,26,44.2,227,"GUY"
"1964",2003,34.7,25.5,43.2,226,"GUY"
"1965",2004,34,25.2,42.2,220,"GUY"
"1966",2005,33.4,24.8,41.4,223,"GUY"
"1967",2006,32.8,24.3,40.5,221,"GUY"
"1968",2007,32.2,23.9,39.7,208,"GUY"
"1969",2008,31.7,23.6,39,192,"GUY"
"1970",2009,31.1,23.2,38.2,185,"GUY"
"1971",2010,30.6,22.8,37.4,179,"GUY"
"1972",2011,30,22.4,36.7,180,"GUY"
"1973",2012,29.4,21.9,35.9,185,"GUY"
"1974",2013,28.8,21.4,35,175,"GUY"
"1975",2014,28.1,20.8,34.1,174,"GUY"
"1976",2015,27.4,20.2,33.1,172,"GUY"
"1977",2016,26.6,19.6,32.1,170,"GUY"
"1978",2017,25.9,19.1,31.2,169,"GUY"
"1979",2018,25.2,18.4,30.2,NA,"GUY"
"1980",2019,24.5,17.9,29.3,NA,"GUY"
"1981",2000,74.5,29.8,103.9,437,"HTI"
"1982",2001,72.3,29.5,100.5,437,"HTI"
"1983",2002,70.3,29.3,97.3,441,"HTI"
"1984",2003,68.4,29.3,94.4,446,"HTI"
"1985",2004,66.7,29.4,91.8,513,"HTI"
"1986",2005,65.3,29.4,89.4,459,"HTI"
"1987",2006,63.8,29.3,87.2,467,"HTI"
"1988",2007,62.5,29.2,85.2,473,"HTI"
"1989",2008,61.3,29,83.2,484,"HTI"
"1990",2009,60,28.7,81.2,484,"HTI"
"1991",2010,102.6,30.6,203.6,506,"HTI"
"1992",2011,57.6,28.3,77.4,496,"HTI"
"1993",2012,56.4,28.1,75.6,500,"HTI"
"1994",2013,55.3,27.8,73.7,496,"HTI"
"1995",2014,54.1,27.5,71.9,492,"HTI"
"1996",2015,52.8,27.1,69.9,488,"HTI"
"1997",2016,51.5,26.6,67.9,489,"HTI"
"1998",2017,50.3,26.2,66,480,"HTI"
"1999",2018,49,25.7,64.1,NA,"HTI"
"2000",2019,47.8,25.2,62.2,NA,"HTI"
"2001",2000,88.55249366,40.86757084,144.4562455,835,NA
"2002",2001,85.55997175,39.91956738,138.9273145,807,NA
"2003",2002,82.45054761,38.96693073,133.1834358,786,NA
"2004",2003,79.371417,38.04034413,127.4582447,761,NA
"2005",2004,76.37041674,37.13084406,121.8790526,733,NA
"2006",2005,73.54557655,36.26192588,116.5639894,698,NA
"2007",2006,70.93143761,35.44692329,111.562969,669,NA
"2008",2007,68.3847378,34.61623197,106.7569185,642,NA
"2009",2008,66.06083213,33.843129,102.2262781,619,NA
"2010",2009,63.86964536,33.08463723,97.89096143,599,NA
"2011",2010,62.34610957,32.36818582,95.27297722,579,NA
"2012",2011,59.79667469,31.61964509,90.04065862,560,NA
"2013",2012,57.83168682,30.90902777,86.34218975,543,NA
"2014",2013,56.01166588,30.20889682,82.83306374,526,NA
"2015",2014,54.345575,29.51967167,79.64286166,512,NA
"2016",2015,52.78138855,28.83997231,76.71591326,493,NA
"2017",2016,51.2046049,28.18770819,73.73168926,477,NA
"2018",2017,49.64819521,27.57521746,71.11578117,462,NA
"2019",2018,48.23119772,26.93680372,68.65088298,NA,NA
"2020",2019,46.91232141,26.34180732,66.35849066,NA,NA
"2021",2000,6.5,4.2,7.8,13,NA
"2022",2001,6.3,4.1,7.6,12,NA
"2023",2002,6.1,4,7.4,12,NA
"2024",2003,6,3.9,7.2,12,NA
"2025",2004,5.8,3.8,7,12,NA
"2026",2005,5.7,3.7,6.8,12,NA
"2027",2006,5.5,3.6,6.6,12,NA
"2028",2007,5.4,3.5,6.4,11,NA
"2029",2008,5.2,3.4,6.3,11,NA
"2030",2009,5.1,3.3,6.1,12,NA
"2031",2010,5,3.2,5.9,11,NA
"2032",2011,4.8,3.2,5.8,11,NA
"2033",2012,4.7,3.1,5.6,11,NA
"2034",2013,4.6,3.1,5.5,11,NA
"2035",2014,4.5,3,5.4,11,NA
"2036",2015,4.5,3,5.3,11,NA
"2037",2016,4.4,2.9,5.2,11,NA
"2038",2017,4.3,2.9,5.1,11,NA
"2039",2018,4.3,2.8,5,NA,NA
"2040",2019,4.2,2.8,5,NA,NA
"2041",2000,30.3,17.7,37,85,"HND"
"2042",2001,29,17.1,35.3,83,"HND"
"2043",2002,27.8,16.6,33.7,80,"HND"
"2044",2003,26.6,16.1,32.1,78,"HND"
"2045",2004,25.5,15.6,30.6,77,"HND"
"2046",2005,24.4,15.2,29.2,77,"HND"
"2047",2006,23.4,14.7,27.9,77,"HND"
"2048",2007,22.4,14.2,26.7,77,"HND"
"2049",2008,21.5,13.7,25.5,76,"HND"
"2050",2009,20.6,13.2,24.4,75,"HND"
"2051",2010,19.8,12.7,23.3,74,"HND"
"2052",2011,19.1,12.2,22.4,72,"HND"
"2053",2012,18.4,11.7,21.5,70,"HND"
"2054",2013,17.7,11.3,20.7,69,"HND"
"2055",2014,17.1,10.9,20,68,"HND"
"2056",2015,16.5,10.5,19.2,67,"HND"
"2057",2016,16,10.1,18.6,65,"HND"
"2058",2017,15.4,9.8,18,65,"HND"
"2059",2018,14.9,9.4,17.4,NA,"HND"
"2060",2019,14.4,9.1,16.8,NA,"HND"
"2061",2000,NA,NA,NA,NA,"HKG"
"2062",2001,NA,NA,NA,NA,"HKG"
"2063",2002,NA,NA,NA,NA,"HKG"
"2064",2003,NA,NA,NA,NA,"HKG"
"2065",2004,NA,NA,NA,NA,"HKG"
"2066",2005,NA,NA,NA,NA,"HKG"
"2067",2006,NA,NA,NA,NA,"HKG"
"2068",2007,NA,NA,NA,NA,"HKG"
"2069",2008,NA,NA,NA,NA,"HKG"
"2070",2009,NA,NA,NA,NA,"HKG"
"2071",2010,NA,NA,NA,NA,"HKG"
"2072",2011,NA,NA,NA,NA,"HKG"
"2073",2012,NA,NA,NA,NA,"HKG"
"2074",2013,NA,NA,NA,NA,"HKG"
"2075",2014,NA,NA,NA,NA,"HKG"
"2076",2015,NA,NA,NA,NA,"HKG"
"2077",2016,NA,NA,NA,NA,"HKG"
"2078",2017,NA,NA,NA,NA,"HKG"
"2079",2018,NA,NA,NA,NA,"HKG"
"2080",2019,NA,NA,NA,NA,"HKG"
"2081",2000,8.7,5.8,10.1,16,"HUN"
"2082",2001,8.2,5.5,9.6,15,"HUN"
"2083",2002,7.6,5.1,9,16,"HUN"
"2084",2003,7.1,4.8,8.4,15,"HUN"
"2085",2004,6.7,4.4,7.9,15,"HUN"
"2086",2005,6.4,4.1,7.5,15,"HUN"
"2087",2006,6.1,3.9,7.2,14,"HUN"
"2088",2007,5.8,3.8,6.8,15,"HUN"
"2089",2008,5.5,3.6,6.5,14,"HUN"
"2090",2009,5.2,3.5,6.2,13,"HUN"
"2091",2010,5.1,3.4,6,13,"HUN"
"2092",2011,4.9,3.3,5.9,13,"HUN"
"2093",2012,4.8,3.2,5.7,12,"HUN"
"2094",2013,4.7,3,5.6,12,"HUN"
"2095",2014,4.5,2.9,5.4,12,"HUN"
"2096",2015,4.2,2.7,5.1,12,"HUN"
"2097",2016,4,2.5,4.7,12,"HUN"
"2098",2017,3.7,2.4,4.4,12,"HUN"
"2099",2018,3.5,2.3,4.2,NA,"HUN"
"2100",2019,3.4,2.2,4.1,NA,"HUN"
"2101",2000,43.79181376,28.30285208,58.04165105,199,NA
"2102",2001,42.06127195,27.24514149,55.61181812,192,NA
"2103",2002,40.30540053,26.16208427,53.17329095,184,NA
"2104",2003,38.6221595,25.08336549,50.77566198,177,NA
"2105",2004,37.09793005,23.99057964,48.89011228,170,NA
"2106",2005,35.26420831,22.99329504,46.09985741,161,NA
"2107",2006,33.64344597,21.96169364,43.8001587,154,NA
"2108",2007,32.05043439,21.00136468,41.54008441,145,NA
"2109",2008,30.44704378,20.08757037,39.26971836,137,NA
"2110",2009,28.88954064,19.15252113,37.08996766,129,NA
"2111",2010,27.38572394,18.24454272,34.94786637,122,NA
"2112",2011,25.99638463,17.39457671,32.9450113,114,NA
"2113",2012,24.68682622,16.61363664,31.1110309,108,NA
"2114",2013,23.457663,15.86026021,29.41713628,103,NA
"2115",2014,22.35050557,15.13443395,27.89093452,99,NA
"2116",2015,21.27567129,14.52969083,26.46350229,95,NA
"2117",2016,20.39302953,13.99223949,25.25621322,92,NA
"2118",2017,19.48147506,13.4450157,24.04646539,89,NA
"2119",2018,18.65317758,12.95960097,22.92504381,NA,NA
"2120",2019,17.90499767,12.36812896,21.97230432,NA,NA
"2121",2000,57.51613387,33.10187205,82.7781251,377,NA
"2122",2001,55.61815897,32.10954762,79.87671638,368,NA
"2123",2002,53.67666261,31.09443768,76.89734326,360,NA
"2124",2003,51.78536721,30.09426919,73.94873081,351,NA
"2125",2004,50.01286322,29.09876338,71.34286927,340,NA
"2126",2005,48.07646328,28.17989527,68.21384496,325,NA
"2127",2006,46.33325319,27.26711865,65.47393079,313,NA
"2128",2007,44.63222225,26.41116876,62.81879784,301,NA
"2129",2008,43.07968999,25.61387258,60.47325861,291,NA
"2130",2009,41.42897747,24.8061156,57.7643262,282,NA
"2131",2010,40.05213249,24.0374563,55.7027168,272,NA
"2132",2011,38.57870621,23.30427303,53.26398619,264,NA
"2133",2012,37.30961142,22.63140011,51.3185423,257,NA
"2134",2013,36.11998126,21.98450992,49.47810692,250,NA
"2135",2014,35.03252406,21.36247491,47.80463311,245,NA
"2136",2015,33.98495644,20.81733476,46.24211446,239,NA
"2137",2016,33.05228757,20.31985692,44.78607137,234,NA
"2138",2017,32.08123463,19.80812598,43.34414326,230,NA
"2139",2018,31.20174659,19.33063047,42.0339189,NA,NA
"2140",2019,30.37654049,18.80577864,40.83055818,NA,NA
"2141",2000,89.21087928,46.0740297,135.0756269,717,NA
"2142",2001,86.97822704,45.15713927,131.3926641,713,NA
"2143",2002,84.78492529,44.23441447,127.6015114,706,NA
"2144",2003,82.59821739,43.35674165,123.9562259,695,NA
"2145",2004,80.46235121,42.54065622,120.3260579,674,NA
"2146",2005,78.40242546,41.74676914,116.8604617,649,NA
"2147",2006,76.47600323,41.07642683,113.5884312,621,NA
"2148",2007,74.62736719,40.48485981,110.4778978,601,NA
"2149",2008,72.87778684,39.9567293,107.5115218,590,NA
"2150",2009,71.4008418,39.42275769,104.8078805,580,NA
"2151",2010,69.89788244,38.91550868,102.3130392,569,NA
"2152",2011,68.57572247,38.39919904,100.0019191,559,NA
"2153",2012,67.259916,37.89302577,97.78878906,550,NA
"2154",2013,66.05387928,37.41438966,95.74358396,540,NA
"2155",2014,64.86546721,36.9434895,93.8489726,534,NA
"2156",2015,63.68334663,36.48090145,92.02611852,526,NA
"2157",2016,62.51764442,36.0087022,90.17094353,518,NA
"2158",2017,61.2808915,35.45190636,88.18944581,513,NA
"2159",2018,59.94662813,34.8525925,86.0743459,NA,NA
"2160",2019,58.57198168,34.28754532,83.93001099,NA,NA
"2161",2000,81.56870482,40.57406587,128.5281002,722,NA
"2162",2001,78.70312198,39.50069067,123.4884328,700,NA
"2163",2002,75.77857068,38.41882355,118.3461683,683,NA
"2164",2003,72.92780217,37.37820535,113.281794,663,NA
"2165",2004,70.16998224,36.37197164,108.3638058,638,NA
"2166",2005,67.56113908,35.41976453,103.6999483,608,NA
"2167",2006,65.14060403,34.52159067,99.29460137,583,NA
"2168",2007,62.79549854,33.62467746,95.09239094,560,NA
"2169",2008,61.0472982,32.80822344,92.14751163,541,NA
"2170",2009,58.62943664,31.9963731,87.33802228,524,NA
"2171",2010,57.20115018,31.24861556,84.98283234,506,NA
"2172",2011,54.98401213,30.48981907,80.63697756,490,NA
"2173",2012,53.38828021,29.78676215,77.82431199,477,NA
"2174",2013,51.85235678,29.09831671,75.00591196,463,NA
"2175",2014,50.41198076,28.43022704,72.37113296,452,NA
"2176",2015,49.04308001,27.76034428,69.90234695,436,NA
"2177",2016,47.6485489,27.11434477,67.34193833,422,NA
"2178",2017,46.20586127,26.47365732,64.91300173,410,NA
"2179",2018,44.96912691,25.83789,62.85945693,NA,NA
"2180",2019,43.7766524,25.24160697,60.85169872,NA,NA
"2181",2000,84.10465179,42.39915069,130.7008039,720,NA
"2182",2001,81.4501988,41.37845521,126.1123911,704,NA
"2183",2002,78.77124731,40.35125724,121.4215801,691,NA
"2184",2003,76.14584024,39.36769152,116.8339402,673,NA
"2185",2004,73.60165448,38.42872881,112.352249,650,NA
"2186",2005,71.18461325,37.53443404,108.0985758,622,NA
"2187",2006,68.94021196,36.71876141,104.0858706,596,NA
"2188",2007,66.77438006,35.93165479,100.2663082,574,NA
"2189",2008,65.03929241,35.22036337,97.33183171,558,NA
"2190",2009,62.95364676,34.5108378,93.25305955,543,NA
"2191",2010,61.51403657,33.85294228,90.86963942,528,NA
"2192",2011,59.61444193,33.18439008,87.23423428,514,NA
"2193",2012,58.12591499,32.55532651,84.642859,502,NA
"2194",2013,56.71225688,31.94415833,82.10254644,490,NA
"2195",2014,55.36486083,31.34752787,79.73109863,480,NA
"2196",2015,54.06324445,30.75063347,77.48861393,467,NA
"2197",2016,52.74659735,30.16388232,75.16913767,455,NA
"2198",2017,51.37043313,29.54952594,72.88730534,445,NA
"2199",2018,50.09342673,28.92211865,70.80204025,NA,NA
"2200",2019,48.8296601,28.33104117,68.7335706,NA,NA
"2201",2000,3.2,2.1,4.1,6,"ISL"
"2202",2001,3.1,2,3.9,6,"ISL"
"2203",2002,2.9,1.9,3.7,6,"ISL"
"2204",2003,2.8,1.8,3.5,6,"ISL"
"2205",2004,2.7,1.7,3.4,6,"ISL"
"2206",2005,2.6,1.6,3.2,5,"ISL"
"2207",2006,2.5,1.6,3.1,5,"ISL"
"2208",2007,2.4,1.5,3,5,"ISL"
"2209",2008,2.3,1.4,2.9,5,"ISL"
"2210",2009,2.2,1.4,2.8,5,"ISL"
"2211",2010,2.2,1.3,2.7,5,"ISL"
"2212",2011,2.1,1.3,2.6,5,"ISL"
"2213",2012,2,1.3,2.5,4,"ISL"
"2214",2013,1.9,1.2,2.4,4,"ISL"
"2215",2014,1.9,1.2,2.4,5,"ISL"
"2216",2015,1.8,1.2,2.3,4,"ISL"
"2217",2016,1.8,1.1,2.2,4,"ISL"
"2218",2017,1.7,1.1,2.1,4,"ISL"
"2219",2018,1.6,1.1,2.1,NA,"ISL"
"2220",2019,1.6,1,2,NA,"ISL"
"2221",2000,66.7,44.7,91.7,370,"IND"
"2222",2001,64.4,43.3,88.1,354,"IND"
"2223",2002,62.1,41.9,84.5,336,"IND"
"2224",2003,60,40.5,81.1,319,"IND"
"2225",2004,57.8,39.1,77.8,303,"IND"
"2226",2005,55.7,37.9,74.4,286,"IND"
"2227",2006,53.6,36.6,71.1,270,"IND"
"2228",2007,51.5,35.4,67.9,255,"IND"
"2229",2008,49.4,34.3,64.6,240,"IND"
"2230",2009,47.2,33.1,61.4,225,"IND"
"2231",2010,45.1,31.8,58.2,210,"IND"
"2232",2011,43,30.6,55,197,"IND"
"2233",2012,40.9,29.4,52,185,"IND"
"2234",2013,38.8,28.2,49,175,"IND"
"2235",2014,36.9,27,46.2,166,"IND"
"2236",2015,34.9,25.9,43.5,158,"IND"
"2237",2016,33.1,24.8,41,150,"IND"
"2238",2017,31.4,23.7,38.6,145,"IND"
"2239",2018,29.8,22.7,36.3,NA,"IND"
"2240",2019,28.3,21.4,34.4,NA,"IND"
"2241",2000,41,22.8,52.2,272,"IDN"
"2242",2001,39.4,22.1,49.8,269,"IDN"
"2243",2002,37.8,21.4,47.6,265,"IDN"
"2244",2003,36.4,20.9,45.5,261,"IDN"
"2245",2004,37.1,20.5,49.6,264,"IDN"
"2246",2005,33.6,19.9,41.7,252,"IDN"
"2247",2006,32.4,19.5,39.9,249,"IDN"
"2248",2007,31.2,19.1,38.3,243,"IDN"
"2249",2008,30,18.7,36.7,239,"IDN"
"2250",2009,29,18.1,35.2,234,"IDN"
"2251",2010,27.9,17.5,33.8,228,"IDN"
"2252",2011,26.9,16.8,32.5,221,"IDN"
"2253",2012,25.9,16.1,31.2,214,"IDN"
"2254",2013,25,15.4,30,207,"IDN"
"2255",2014,24.1,14.8,28.8,199,"IDN"
"2256",2015,23.2,14.2,27.7,192,"IDN"
"2257",2016,22.4,13.6,26.6,184,"IDN"
"2258",2017,21.6,13.1,25.6,177,"IDN"
"2259",2018,20.8,12.6,24.6,NA,"IDN"
"2260",2019,20.2,12.2,23.8,NA,"IDN"
"2261",2000,29.7,19.5,36.2,48,"IRN"
"2262",2001,28.2,18.8,34.2,44,"IRN"
"2263",2002,26.7,18.1,32.2,41,"IRN"
"2264",2003,25.1,17.4,30.2,39,"IRN"
"2265",2004,23.6,16.7,28.2,36,"IRN"
"2266",2005,22.2,16,26.4,34,"IRN"
"2267",2006,20.9,15.4,24.7,32,"IRN"
"2268",2007,19.7,14.7,23.1,30,"IRN"
"2269",2008,18.5,14,21.7,28,"IRN"
"2270",2009,17.4,13.3,20.4,25,"IRN"
"2271",2010,16.5,12.6,19.3,22,"IRN"
"2272",2011,15.7,11.9,18.3,19,"IRN"
"2273",2012,15,11.3,17.5,18,"IRN"
"2274",2013,14.4,10.8,16.8,17,"IRN"
"2275",2014,13.8,10.4,16.1,17,"IRN"
"2276",2015,13.3,10,15.5,17,"IRN"
"2277",2016,12.8,9.6,14.9,16,"IRN"
"2278",2017,12.4,9.2,14.4,16,"IRN"
"2279",2018,11.9,8.9,13.9,NA,"IRN"
"2280",2019,11.5,8.6,13.4,NA,"IRN"
"2281",2000,35.6,23.9,44.5,79,"IRQ"
"2282",2001,34.9,23.6,43.5,76,"IRQ"
"2283",2002,34.3,23.3,42.6,74,"IRQ"
"2284",2003,33.7,23,41.8,136,"IRQ"
"2285",2004,33.1,22.6,40.9,122,"IRQ"
"2286",2005,32.4,22.2,40,127,"IRQ"
"2287",2006,31.8,21.8,39.1,158,"IRQ"
"2288",2007,31.1,21.4,38.1,138,"IRQ"
"2289",2008,30.3,21,37.1,90,"IRQ"
"2290",2009,29.5,20.5,36,75,"IRQ"
"2291",2010,28.7,19.9,34.9,70,"IRQ"
"2292",2011,27.9,19.3,33.8,67,"IRQ"
"2293",2012,27.1,18.7,32.8,66,"IRQ"
"2294",2013,26.3,18.1,31.7,75,"IRQ"
"2295",2014,25.5,17.5,30.7,92,"IRQ"
"2296",2015,24.8,17,29.7,83,"IRQ"
"2297",2016,24.1,16.4,28.8,78,"IRQ"
"2298",2017,23.4,15.9,27.9,79,"IRQ"
"2299",2018,22.7,15.4,27,NA,"IRQ"
"2300",2019,22,14.9,26.1,NA,"IRQ"
"2301",2000,6,4,7.1,7,"IRL"
"2302",2001,5.8,3.9,6.9,7,"IRL"
"2303",2002,5.5,3.7,6.5,6,"IRL"
"2304",2003,5.1,3.5,6,6,"IRL"
"2305",2004,4.7,3.3,5.6,6,"IRL"
"2306",2005,4.4,3,5.2,7,"IRL"
"2307",2006,4.1,2.8,4.9,6,"IRL"
"2308",2007,3.9,2.6,4.6,6,"IRL"
"2309",2008,3.8,2.5,4.4,7,"IRL"
"2310",2009,3.6,2.5,4.3,7,"IRL"
"2311",2010,3.5,2.5,4.2,6,"IRL"
"2312",2011,3.5,2.5,4.1,7,"IRL"
"2313",2012,3.4,2.5,4,6,"IRL"
"2314",2013,3.3,2.5,3.9,6,"IRL"
"2315",2014,3.3,2.5,3.8,6,"IRL"
"2316",2015,3.2,2.4,3.7,6,"IRL"
"2317",2016,3.1,2.3,3.6,6,"IRL"
"2318",2017,3,2.2,3.4,5,"IRL"
"2319",2018,2.8,2.2,3.3,NA,"IRL"
"2320",2019,2.7,2.1,3.2,NA,"IRL"
"2321",2000,NA,NA,NA,NA,"IMN"
"2322",2001,NA,NA,NA,NA,"IMN"
"2323",2002,NA,NA,NA,NA,"IMN"
"2324",2003,NA,NA,NA,NA,"IMN"
"2325",2004,NA,NA,NA,NA,"IMN"
"2326",2005,NA,NA,NA,NA,"IMN"
"2327",2006,NA,NA,NA,NA,"IMN"
"2328",2007,NA,NA,NA,NA,"IMN"
"2329",2008,NA,NA,NA,NA,"IMN"
"2330",2009,NA,NA,NA,NA,"IMN"
"2331",2010,NA,NA,NA,NA,"IMN"
"2332",2011,NA,NA,NA,NA,"IMN"
"2333",2012,NA,NA,NA,NA,"IMN"
"2334",2013,NA,NA,NA,NA,"IMN"
"2335",2014,NA,NA,NA,NA,"IMN"
"2336",2015,NA,NA,NA,NA,"IMN"
"2337",2016,NA,NA,NA,NA,"IMN"
"2338",2017,NA,NA,NA,NA,"IMN"
"2339",2018,NA,NA,NA,NA,"IMN"
"2340",2019,NA,NA,NA,NA,"IMN"
"2341",2000,5.6,3.6,6.9,7,"ISR"
"2342",2001,5.4,3.5,6.6,7,"ISR"
"2343",2002,5.2,3.3,6.4,7,"ISR"
"2344",2003,4.9,3.1,6.1,6,"ISR"
"2345",2004,4.7,2.9,5.8,6,"ISR"
"2346",2005,4.5,2.7,5.6,5,"ISR"
"2347",2006,4.3,2.6,5.3,5,"ISR"
"2348",2007,4.1,2.5,5.1,5,"ISR"
"2349",2008,3.9,2.4,4.9,4,"ISR"
"2350",2009,3.8,2.4,4.7,4,"ISR"
"2351",2010,3.7,2.4,4.6,4,"ISR"
"2352",2011,3.5,2.3,4.4,4,"ISR"
"2353",2012,3.4,2.3,4.3,4,"ISR"
"2354",2013,3.3,2.2,4.1,4,"ISR"
"2355",2014,3.2,2.1,4,4,"ISR"
"2356",2015,3.2,2.1,3.9,3,"ISR"
"2357",2016,3.1,2,3.8,3,"ISR"
"2358",2017,3,2,3.8,3,"ISR"
"2359",2018,3,2,3.7,NA,"ISR"
"2360",2019,3,1.9,3.6,NA,"ISR"
"2361",2000,4.7,3.5,5.6,4,"ITA"
"2362",2001,4.5,3.2,5.3,3,"ITA"
"2363",2002,4.3,3.1,5,3,"ITA"
"2364",2003,4.1,2.9,4.8,3,"ITA"
"2365",2004,3.9,2.8,4.6,3,"ITA"
"2366",2005,3.8,2.7,4.5,3,"ITA"
"2367",2006,3.7,2.6,4.3,2,"ITA"
"2368",2007,3.6,2.5,4.2,2,"ITA"
"2369",2008,3.5,2.5,4.1,2,"ITA"
"2370",2009,3.4,2.5,4.1,2,"ITA"
"2371",2010,3.4,2.4,4,2,"ITA"
"2372",2011,3.3,2.4,3.9,2,"ITA"
"2373",2012,3.2,2.3,3.8,2,"ITA"
"2374",2013,3.1,2.2,3.7,2,"ITA"
"2375",2014,3,2.2,3.6,2,"ITA"
"2376",2015,3,2.1,3.5,2,"ITA"
"2377",2016,2.9,2.1,3.4,2,"ITA"
"2378",2017,2.8,2,3.3,2,"ITA"
"2379",2018,2.7,1.9,3.2,NA,"ITA"
"2380",2019,2.6,1.8,3,NA,"ITA"
"2381",2000,18.9,17,22.2,77,"JAM"
"2382",2001,18.4,16.5,21.6,79,"JAM"
"2383",2002,18,16.1,21.1,78,"JAM"
"2384",2003,17.6,15.6,20.7,79,"JAM"
"2385",2004,17.3,15.1,20.3,80,"JAM"
"2386",2005,17,14.7,19.9,80,"JAM"
"2387",2006,16.7,14.2,19.6,79,"JAM"
"2388",2007,16.5,13.9,19.2,79,"JAM"
"2389",2008,16.2,13.6,18.9,79,"JAM"
"2390",2009,15.8,13.2,18.5,79,"JAM"
"2391",2010,15.4,12.9,18,79,"JAM"
